python-pyqt5-sip 12.12.1-2
python-pysocks 1.7.1-8
python-pywal 3.3.0-8
python-reportlab 3.6.12-3
python-requests 2.28.2-4
python-requests-toolbelt 1.0.0-1
python-resolvelib 1.0.1-1
python-rich 13.4.1-1
python-rsa 4.9-2
python-s3transfer 0.6.1-1
python-setuptools 1:67.8.0-1
python-shtab 1.6.1-1
python-six 1.16.0-8
python-termcolor 2.3.0-1
python-tomli 2.0.1-3
python-tqdm 4.65.0-3
python-trove-classifiers 2023.5.24-1
python-typing_extensions 4.6.3-1
python-uc-micro-py 1.0.2-1
python-ujson 5.7.0-2
python-urllib3 1.26.15-1
python-validate-pyproject 0.13-1
python-virtualenv 20.21.0-1
python-wheel 0.40.0-3
python-xcffib 1.2.0-2
python-yaml 6.0-3
python-zipp 3.15.0-2
python2 2.7.18-8
qemu-audio-alsa 8.0.2-1
qemu-audio-dbus 8.0.2-1
qemu-audio-jack 8.0.2-1
qemu-audio-oss 8.0.2-1
qemu-audio-pa 8.0.2-1
qemu-audio-sdl 8.0.2-1
qemu-audio-spice 8.0.2-1
qemu-block-curl 8.0.2-1
qemu-block-dmg 8.0.2-1
qemu-block-nfs 8.0.2-1
qemu-block-ssh 8.0.2-1
qemu-chardev-spice 8.0.2-1
qemu-common 8.0.2-1
qemu-desktop 8.0.2-1
qemu-hw-display-qxl 8.0.2-1
qemu-hw-display-virtio-gpu 8.0.2-1
qemu-hw-display-virtio-gpu-gl 8.0.2-1
qemu-hw-display-virtio-gpu-pci 8.0.2-1
qemu-hw-display-virtio-gpu-pci-gl 8.0.2-1
qemu-hw-display-virtio-vga 8.0.2-1
qemu-hw-display-virtio-vga-gl 8.0.2-1
qemu-hw-s390x-virtio-gpu-ccw 8.0.2-1
qemu-hw-usb-host 8.0.2-1
qemu-hw-usb-redirect 8.0.2-1
qemu-hw-usb-smartcard 8.0.2-1
qemu-img 8.0.2-1
qemu-pr-helper 8.0.2-1
qemu-system-x86 8.0.2-1
qemu-system-x86-firmware 8.0.2-1
qemu-tools 8.0.2-1
qemu-ui-curses 8.0.2-1
qemu-ui-dbus 8.0.2-1
qemu-ui-egl-headless 8.0.2-1
qemu-ui-gtk 8.0.2-1
qemu-ui-opengl 8.0.2-1
qemu-ui-sdl 8.0.2-1
qemu-ui-spice-app 8.0.2-1
qemu-ui-spice-core 8.0.2-1
qemu-vhost-user-gpu 8.0.2-1
qogir-gtk-theme 2023.02.27-9
qpdf 11.4.0-1
qrencode 4.1.1-2
qt5-base 5.15.9+kde+r155-1
qt5-declarative 5.15.9+kde+r26-1
qt5-imageformats 5.15.9+kde+r9-1
qt5-location 5.15.9+kde+r4-1
qt5-sensors 5.15.9-1
qt5-svg 5.15.9+kde+r8-1
qt5-tools 5.15.9+kde+r1-1
qt5-translations 5.15.9-1
qt5-wayland 5.15.9+kde+r55-1
qt5-webchannel 5.15.9+kde+r3-1
qt5-webengine 5.15.14-1
qt5-webkit 5.212.0alpha4-18
qt5-websockets 5.15.9+kde+r2-1
qt5-x11extras 5.15.9-1
qt5ct 1.7-1
qt6-base 6.5.1-1
qt6-declarative 6.5.1-1
qt6-translations 6.5.1-1
qtile 0.22.1-4
qtkeychain-qt5 0.14.1-1
rapidjson 1.1.0-5
raptor 2.0.16-2
rav1e 0.6.6-1
re2 1:20230301-1
readline 8.2.001-2
rebuild-detector 4.4.2-1
redis 7.0.11-1
redshift 1.12-8
reflector 2021.11-7
reflector-simple 2023-2
reiserfsprogs 3.6.27-4
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.3-1
rofi 1.7.5-1
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rpcsvc-proto 1.4.4-1
rsync 3.2.7-4
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.2.1-1
ruby 3.0.5-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.5-1
ruby-bundler 2.4.12-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.3-1
ruby-logger 1.5.1-3
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.5-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.5-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.5.9-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
run-parts 5.5-1
runc 1.1.7-1
rust 1:1.70.0-1
s-nail 14.9.24-2
sane 1.2.1-4
sassc 3.6.2-3
sbc 2.0-1
scdoc 1.11.2-5
scrot 1.9-1
sdl12-compat 1.2.64-1
sdl2 2.26.5-2
sdl2_image 2.6.3-1
seabios 1.16.2-1
seatd 0.7.0-3
sed 4.9-3
semver 7.3.8-1
serd 0.30.16-1
sg3_utils 1.47-1
shaderc 2023.3-1
shadow 4.13-2
shared-color-targets 0.1.7-4
shared-mime-info 2.2+13+ga2ffb28-1
shell-color-scripts 1.1.r113.576735c-1
slang 2.3.3-2
smartmontools 7.3-1
snapd 2.59.1-1
snappy 1.1.9-2
sndio 1.9.0-1
sof-firmware 2.2.5-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-10
spandsp 0.0.6-5
spdlog 1.11.0-2
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2022.4-1
splix 2.0.0-19
sqlite 3.42.0-1
squashfs-tools 4.6.1-1
sratom 0.6.14-1
srt 1.5.1-3
sshfs 3.7.3-1
sshpass 1.10-1
startup-notification 0.12-8
stoken 0.92-4
stress 1.0.6-1
sudo 1.9.13.p3-1
svt-av1 1.5.0-1
svt-hevc 1.5.1-2
sway-git r7025.a358d676-1
sway-git-debug r7025.a358d676-1
swaybg-git r125.dd072b8-1
swhkd-git 1.2.1.r25.gbb42259-1
sxhkd 0.6.2-3
sysfsutils 2.1.1-1
sysstat 12.7.2-1
system-config-printer 1.5.18-2
systemd 253.4-1
systemd-libs 253.4-1
systemd-sysvcompat 253.4-1
taglib 1.13-1
tar 1.34-2
tcl 8.6.13-1
tcpdump 4.99.4-1
tdb 1.4.8-2
texinfo 7.0.3-1
the_silver_searcher 2.2.0-2
thin-provisioning-tools 1.0.4-1
thunar 4.18.6-1
thunar-archive-plugin 0.5.1-1
thunar-volman 4.18.0-1
tinycompress 1.2.8-2
tk 8.6.13-1
tldr 3.2.0-1
tmux 3.3_a-7
tpm2-tss 4.0.1-1
tracker3 3.5.3-1
trayer-srg-git r130.b5693f5-1
tslib 1.22-1
ttf-bitstream-vera 1.10-15
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-font-awesome 6.4.0-1
ttf-jetbrains-mono 2.304-1
ttf-liberation 2.1.5-1
ttf-opensans 1.101-2
tumbler 4.18.1-1
twolame 0.4.0-3
tzdata 2023c-2
uchardet 0.0.8-1
udisks2 2.9.4-1
unrar 1:6.2.8-1
unzip 6.0-19
upower 1.90.0-4
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 015-3
uthash 2.3.0-1
util-linux 2.39-4
util-linux-libs 2.39-4
v4l-utils 1.24.1-2
vagrant 2.3.4-1
vde2 2.3.3-3
vi 1:070224-6
vid.stab 1.1.1-1
viewnior 1.8-4
vim 9.0.1572-1
vim-runtime 9.0.1572-1
virglrenderer 0.10.4-1
virtiofsd 1.6.1-1
virtualbox 7.0.8-2
virtualbox-host-dkms 7.0.8-2
visual-studio-code-bin 1.78.1-1
vmaf 2.3.1-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vte-common 0.72.2-1
vte3 0.72.2-1
vulkan-headers 1:1.3.248-1
vulkan-icd-loader 1.3.245-1
vulkan-tools 1.3.245-1
vulkan-validation-layers 1.3.243.0-1
wavpack 5.6.0-1
waybar 0.9.18-2
wayland 1.22.0-1
wayland-protocols 1.31-1
webkit2gtk 2.40.2-1
webkit2gtk-4.1 2.40.2-1
webkit2gtk-5.0 2.38.6-1
webrtc-audio-processing 0.3.1-3
wget 1.21.4-1
which 2.21-6
whois 5.5.17-1
wildmidi 0.4.5-2
wireless-regdb 2023.05.03-1
wireless_tools 30.pre9-3
wireplumber 0.4.14-1
wlroots-git 0.17.0.r6241.e353c5c6-1
wlroots-git-debug 0.17.0.r6241.e353c5c6-1
wlroots0.15 0.15.1-2
wmctrl 1.07-6
woff2 1.0.2-4
wofi 1.3-2
wolfssl 5.6.0-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wscat 5.2.0-2
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xapp 2.6.0-1
xbindkeys 1.8.7-4
xbitmaps 1.1.3-1
xcb-proto 1.15.2-3
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-3
xcolor 0.5.1-3
xcursor-simp1e-tokyo-night 20230407-1
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-3
xdg-desktop-portal-gtk 1.14.1-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xed 3.4.0-1
xf86-input-libinput 1.3.0-1
xfce-polkit 0.3-1
xfce4-terminal 1.0.4-1
xfconf 4.18.1-1
xfsprogs 6.3.0-1
xkeyboard-config 2.38-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xmlto 0.0.28-4
xorg-appres 1.0.6-1
xorg-fonts-encodings 1.0.7-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.8-1
xorg-server-common 21.1.8-1
xorg-server-xvfb 21.1.8-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.4-1
xorg-xev 1.2.5-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xkill 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.1-1
xorg-xset 1.2.5-1
xorg-xwayland 23.1.1-1
xorgproto 2022.2-1
xsane 0.999-6
xscreensaver 6.06-1
xsel 1.2.1-1
xsettingsd 1.0.2-1
xterm 382-1
xvidcore 1.3.7-2
xxhash 0.8.1-4
xz 5.4.3-1
yad 12.3-1.1
yajl 2.1.0-5
yay 12.0.5-1
yt-dlp 2023.03.04-2
yt-dlp-drop-in 1.1-1
zathura 0.5.2-2
zathura-pdf-mupdf 0.4.0-3
zbar 0.23.90-3
zenity 3.44.1-1
zeromq 4.3.4-4
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.13-2
zsh 5.9-3
zsh-autosuggestions 0.7.0-2
zsh-syntax-highlighting 0.7.1-1
zstd 1.5.5-1
zvbi 0.2.41-1
zxing-cpp 2.0.0-2
